Time,Cost Increase
2010-03,100.0
2010-06,78.1
2010-09,78.7
2010-12,87.9
2011-03,176.1
2011-06,419.5
2011-09,404.4
2011-12,217.7
2012-03,86.1
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
